Event ID,Player,Minute,Second,X,Y,Type,Outcome,endX,endY,isGoal,isAssist,Set Piece,Left,Center,Right,Competition,Opposition,isTop6
1226,346300,63,33,66.6,79,Pass,Pos,62.6,68.5,Blank,Blank,Blank,Yes,Blank,Blank,CL,Club Brugge,Yes
1279,346300,66,17,74.3,73.3,BallRecovery,Pos,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Club Brugge,Yes
1280,346300,66,18,73.8,75.3,Pass,Pos,70.9,63.1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Club Brugge,Yes
1285,346300,66,28,91.3,86.6,BallTouch,Neg,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Club Brugge,Yes
1296,346300,67,33,99.5,99.5,Pass,Neg,96.4,57.9,Blank,Blank,Corner,Yes,Blank,Blank,CL,Club Brugge,Yes
1309,346300,68,12,78.3,79.1,Pass,Neg,90.1,48.1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Club Brugge,Yes
1312,346300,68,17,95.3,70,CornerAwarded,Neutral,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Club Brugge,Yes
1313,346300,68,53,99.5,99.5,Pass,Neg,96.4,60,Blank,Blank,Corner,Yes,Blank,Blank,CL,Club Brugge,Yes
1320,346300,69,11,73.9,76.9,Pass,Pos,88,72.1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Club Brugge,Yes
1331,346300,69,36,36,73,Interception,Pos,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Club Brugge,Yes
1345,346300,70,3,79.1,37.4,Pass,Neg,84.3,37.7,Blank,Blank,Blank,Blank,Yes,Blank,CL,Club Brugge,Yes
1347,346300,70,7,91.3,14.1,Pass,Pos,78.3,20.7,Blank,Blank,Blank,Blank,Blank,Yes,CL,Club Brugge,Yes
1458,346300,77,11,25.2,24.6,BallRecovery,Pos,-1,-1,Blank,Blank,Blank,Blank,Blank,Yes,CL,Club Brugge,Yes
1459,346300,77,12,28.5,25.8,Pass,Pos,42.3,9.2,Blank,Blank,Blank,Blank,Blank,Yes,CL,Club Brugge,Yes
1480,346300,78,36,70.9,75.2,Pass,Pos,67.2,57.9,Blank,Blank,Blank,Yes,Blank,Blank,CL,Club Brugge,Yes
1492,346300,79,2,70.1,97.4,Pass,Pos,59,93.6,Blank,Blank,Blank,Yes,Blank,Blank,CL,Club Brugge,Yes
1528,346300,82,11,99.5,0.5,Pass,Pos,92.1,48.1,Blank,Blank,Corner,Blank,Blank,Yes,CL,Club Brugge,Yes
1551,346300,83,59,78.6,10.7,Pass,Pos,63.5,3.4,Blank,Blank,Blank,Blank,Blank,Yes,CL,Club Brugge,Yes
1565,346300,84,45,60.2,62.9,BallRecovery,Pos,-1,-1,Blank,Blank,Blank,Blank,Yes,Blank,CL,Club Brugge,Yes
1566,346300,84,45,60.2,62.9,Pass,Neg,76.9,64.5,Blank,Blank,Blank,Blank,Yes,Blank,CL,Club Brugge,Yes
1620,346300,87,45,29,38.5,Pass,Pos,42.2,12.8,Blank,Blank,Blank,Blank,Yes,Blank,CL,Club Brugge,Yes
1513,346300,75,28,0,0,SubstitutionOn,Neutral,-1,-1,Blank,Blank,Blank,Blank,Blank,Blank,CL,Lazio,Yes
1544,346300,78,7,72.3,93,Pass,Pos,72.3,83.1,Blank,Blank,,Blank,Blank,Yes,CL,Lazio,Yes
1550,346300,78,13,72.9,80.4,Challenge,Neg,-1,-1,Blank,Blank,,Yes,Blank,Blank,CL,Lazio,Yes
1580,346300,80,34,54.3,56.1,Pass,Pos,34.9,35.2,Blank,Blank,,Yes,Blank,Blank,CL,Lazio,Yes
1621,346300,82,31,30.6,84.2,BallRecovery,Pos,-1,-1,Blank,Blank,,Blank,Yes,Blank,CL,Lazio,Yes
1622,346300,82,32,30.6,84.2,BallTouch,Neg,-1,-1,Blank,Blank,,Yes,Blank,Blank,CL,Lazio,Yes
1655,346300,84,20,61.4,74.1,Pass,Pos,52.8,84.6,Blank,Blank,,Yes,Blank,Blank,CL,Lazio,Yes
1658,346300,84,25,60.5,82.8,Pass,Pos,67.3,77.6,Blank,Blank,,Yes,Blank,Blank,CL,Lazio,Yes
1677,346300,85,15,72.6,64.1,Pass,Pos,70.7,47,Blank,Blank,,Yes,Blank,Blank,CL,Lazio,Yes
1730,346300,88,59,57.8,91.8,Pass,Neg,56,88.2,Blank,Blank,,Blank,Yes,Blank,CL,Lazio,Yes
1785,346300,94,6,41.4,45.8,Pass,Pos,47.3,68.7,Blank,Blank,,Yes,Blank,Blank,CL,Lazio,Yes
1394,346300,71,19,0,0,SubstitutionOn,Neutral,-1,-1,Blank,Blank,Blank,Blank,Blank,Blank,CL,Zenit,Yes
1425,346300,72,24,76.4,27.1,Pass,Pos,65.8,18.7,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1457,346300,74,9,62.4,5.3,Pass,Pos,80.1,3.4,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1486,346300,75,34,94.2,30.8,TakeOn,Neg,-1,-1,Blank,Blank,,Blank,Yes,Blank,CL,Zenit,Yes
1488,346300,75,34,91,29.6,BallTouch,Neutral,-1,-1,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1507,346300,76,26,56.3,30.2,Pass,Pos,59.3,40.9,Blank,Blank,,Blank,Yes,Blank,CL,Zenit,Yes
1516,346300,76,51,77.6,18.4,Pass,Pos,91.2,13.9,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1532,346300,77,30,56.6,9.5,Pass,Pos,60.1,16.6,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1534,346300,77,38,88.9,9.7,Pass,Pos,72.3,28.1,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1537,346300,77,48,79.3,26.2,Pass,Pos,78.5,34,Blank,Yes,,Blank,Blank,Yes,CL,Zenit,Yes
1661,346300,85,45,71.3,14.9,BallRecovery,Pos,-1,-1,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1662,346300,85,46,71.3,14.9,Pass,Pos,70.1,36.8,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1664,346300,85,52,63.5,23.3,Pass,Pos,54.5,17.2,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1681,346300,86,52,18.8,51.5,Clearance,Pos,33.8,70.3,Blank,Blank,,Blank,Yes,Blank,CL,Zenit,Yes
1760,346300,91,55,71,27.1,Pass,Pos,64.4,5.8,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1764,346300,92,6,74.1,5.9,Pass,Pos,63.1,6.5,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
1768,346300,92,17,53.9,9.8,Pass,Pos,34.7,23.2,Blank,Blank,,Blank,Blank,Yes,CL,Zenit,Yes
49,346300,1,30,72,63.2,TakeOn,Pos,-1,-1,Blank,Blank,Blank,Blank,Yes,Blank,CL,Sevilla,Yes
50,346300,1,31,73.2,50.7,Pass,Pos,75.6,41.2,Blank,Blank,Blank,Blank,Yes,Blank,CL,Sevilla,Yes
55,346300,1,44,79.1,23.7,Pass,Pos,76.9,29.8,Blank,Blank,Blank,Blank,Blank,Yes,CL,Sevilla,Yes
79,346300,3,1,46.8,95.9,Pass,Pos,35,94.8,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
81,346300,3,7,37.2,97.8,Pass,Neg,41.9,96.9,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
198,346300,9,44,71.9,87.1,Pass,Pos,69.4,82.1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
200,346300,9,46,72.6,90.3,Pass,Pos,80.9,92.1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
202,346300,9,56,75,84.1,Pass,Pos,79.5,91.8,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
209,346300,10,14,61,95.8,Pass,Pos,33,94,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
241,346300,11,49,39,93.8,Pass,Pos,32.1,87.5,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
244,346300,11,54,45.2,97.1,TakeOn,Pos,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
246,346300,12,3,73.7,82.4,Pass,Pos,81.7,89.7,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
259,346300,12,58,67.8,96.8,Pass,Pos,69.8,90.3,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
263,346300,13,8,90.6,74.5,BallTouch,Neutral,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
271,346300,13,39,81.1,96.6,Pass,Pos,73,95.3,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
303,346300,15,25,75.2,76.3,Pass,Neg,76.1,71.2,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
307,346300,15,31,88.9,66,SavedShot,Pos,-1,-1,Blank,Blank,Blank,Blank,Yes,Blank,CL,Sevilla,Yes
319,346300,16,0,63.4,98.3,Pass,Pos,51.6,90,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
344,346300,16,47,20.8,80.9,BallRecovery,Pos,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
345,346300,16,47,20.8,80.9,Pass,Pos,19.2,72,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
355,346300,17,34,67.1,52.8,Pass,Pos,67,37.9,Blank,Blank,Blank,Blank,Yes,Blank,CL,Sevilla,Yes
428,346300,22,7,58.8,72.9,Pass,Pos,71.2,40.1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
436,346300,23,59,99.5,99.2,Pass,Neg,92.7,56.9,Blank,Blank,Corner,Yes,Blank,Blank,CL,Sevilla,Yes
442,346300,24,9,85.4,97.3,TakeOn,Pos,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
444,346300,24,13,88.4,79.9,Pass,Neg,88.9,68.8,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
447,346300,24,41,77.7,91.2,Pass,Pos,54.2,92.3,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
481,346300,26,41,81.6,55.9,Pass,Pos,90.3,53,Blank,Yes,Blank,Blank,Yes,Blank,CL,Sevilla,Yes
541,346300,30,39,44.9,60.1,Challenge,Neg,-1,-1,Blank,Blank,Blank,Blank,Yes,Blank,CL,Sevilla,Yes
583,346300,32,36,78.1,6.8,Pass,Pos,59.9,6.5,Blank,Blank,Blank,Blank,Blank,Yes,CL,Sevilla,Yes
607,346300,34,32,99.5,0.5,Pass,Pos,88.4,56,Blank,Blank,Corner,Blank,Blank,Yes,CL,Sevilla,Yes
676,346300,38,12,21.9,5.5,Interception,Pos,-1,-1,Blank,Blank,Blank,Blank,Blank,Yes,CL,Sevilla,Yes
677,346300,38,14,23.6,1.3,BallRecovery,Pos,-1,-1,Blank,Blank,Blank,Blank,Blank,Yes,CL,Sevilla,Yes
678,346300,38,14,23.6,1.3,Pass,Neg,69.4,20,Blank,Blank,Blank,Blank,Blank,Yes,CL,Sevilla,Yes
733,346300,40,57,37,83.9,Pass,Pos,19.7,75.4,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
735,346300,41,9,68.6,81.2,TakeOn,Neg,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
787,346300,45,3,12,86.9,BallTouch,Neg,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
815,346300,45,10,46.7,66.9,BallRecovery,Pos,-1,-1,Blank,Blank,Blank,Blank,Yes,Blank,CL,Sevilla,Yes
816,346300,45,17,80.9,95.6,TakeOn,Neg,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
818,346300,45,18,83.3,97.1,BallTouch,Neutral,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
826,346300,46,2,79.9,95.7,Pass,Pos,86.4,96.2,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
828,346300,46,5,76.2,96,Pass,Pos,57.6,95.3,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
840,346300,46,35,44,77.4,Aerial,Pos,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
842,346300,46,35,43.7,77.9,BallTouch,Neutral,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
853,346300,46,54,56.1,94.2,Pass,Pos,46.9,95.1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
855,346300,46,59,68.1,93.2,TakeOn,Neg,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
934,346300,50,33,29.9,71.2,Pass,Pos,25.7,61.7,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
948,346300,51,29,59.8,72.6,Pass,Pos,79.2,93.3,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
950,346300,51,34,76.2,84.4,Pass,Pos,79.3,93.3,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1003,346300,54,13,77.1,82.3,Pass,Pos,89.3,87.5,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1005,346300,54,18,80.7,93.9,Pass,Pos,66.6,93.5,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1010,346300,54,31,58.9,92.1,Pass,Pos,45.9,72.7,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1013,346300,54,39,67.2,92,Pass,Pos,72.8,90.9,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1086,346300,57,58,45.9,93.5,Pass,Pos,56.8,72.9,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1137,346300,60,41,38.4,76.7,Pass,Neg,45.3,69.6,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1327,346300,70,14,43.2,97.6,TakeOn,Pos,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1329,346300,70,18,54.3,95.3,Pass,Pos,53.7,86.2,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1355,346300,71,22,60.2,84.8,Challenge,Neg,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1413,346300,75,37,29.7,90.5,BallRecovery,Pos,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1414,346300,75,46,59.8,94.8,TakeOn,Neg,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1416,346300,75,47,57.7,95.3,BallTouch,Neutral,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1421,346300,76,9,62.8,88.1,Pass,Pos,60.4,96.5,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1428,346300,76,16,63.1,92.6,BallRecovery,Pos,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1429,346300,76,16,63.1,92.6,Pass,Pos,55.4,96.3,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1499,346300,79,46,36.6,95.1,Pass,Pos,20.5,94.4,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1507,346300,80,48,75.4,93.5,Pass,Neg,89.4,48.1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1524,346300,81,50,29.7,84.2,Pass,Pos,34.1,69.1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1589,346300,87,6,64.8,98.4,Fouled,Pos,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1592,346300,88,,81.8,96.9,OffsideGiven,Neg,-1,-1,Blank,Blank,Blank,Yes,Blank,Blank,CL,Sevilla,Yes
1616,346300,89,40,77.3,56.3,Pass,Pos,87.6,24.9,Blank,Blank,Blank,Blank,Yes,Blank,CL,Sevilla,Yes
1618,346300,89,45,82.3,37.5,MissedShots,Pos,-1,-1,Blank,Blank,Blank,Blank,Yes,Blank,CL,Sevilla,Yes
